609
---
0,1,1
1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1,1
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,1,1
18,1,1
19,1,1
20,1,1
21,1,1
22,1,1
23,1,1
24,1,1
25,1,1
26,1,1
27,1,1
28,1,1
29,2,1
30,2,1
31,2,1
32,2,1
33,2,1
34,2,1
35,2,1
36,2,1
37,2,1
38,2,1
39,2,1
40,2,1
41,2,1
42,2,1
43,2,1
44,2,1
45,2,1
46,2,1
47,2,1
48,2,1
49,2,1
50,2,1
51,2,1
52,2,1
53,2,1
54,2,1
55,2,1
56,2,1
57,2,1
58,3,1
59,3,1
60,3,1
61,3,1
62,3,1
63,3,1
64,3,1
65,3,1
66,3,1
67,3,1
68,3,1
69,3,1
70,3,1
71,3,1
72,3,1
73,3,1
74,3,1
75,3,1
76,3,1
77,3,1
78,3,1
79,3,1
80,3,1
81,3,1
82,3,1
83,3,1
84,3,1
85,3,1
86,3,1
87,4,1
88,4,1
89,4,1
90,4,1
91,4,1
92,4,1
93,4,1
94,4,1
95,4,1
96,4,1
97,4,1
98,4,1
99,4,1
100,4,1
101,4,1
102,4,1
103,4,1
104,4,1
105,4,1
106,4,1
107,4,1
108,4,1
109,4,1
110,4,1
111,4,1
112,4,1
113,4,1
114,4,1
115,4,1
116,5,1
117,5,1
118,5,1
119,5,1
120,5,1
121,5,1
122,5,1
123,5,1
124,5,1
125,5,1
126,5,1
127,5,1
128,5,1
129,5,1
130,5,1
131,5,1
132,5,1
133,5,1
134,5,1
135,5,1
136,5,1
137,5,1
138,5,1
139,5,1
140,5,1
141,5,1
142,5,1
143,5,1
144,5,1
145,6,1
146,6,1
147,6,1
148,6,1
149,6,1
150,6,1
151,6,1
152,6,1
153,6,1
154,6,1
155,6,1
156,6,1
157,6,1
158,6,1
159,6,1
160,6,1
161,6,1
162,6,1
163,6,1
164,6,1
165,6,1
166,6,1
167,6,1
168,6,1
169,6,1
170,6,1
171,6,1
172,6,1
173,6,1
174,7,1
175,7,1
176,7,1
177,7,1
178,7,1
179,7,1
180,7,1
181,7,1
182,7,1
183,7,1
184,7,1
185,7,1
186,7,1
187,7,1
188,7,1
189,7,1
190,7,1
191,7,1
192,7,1
193,7,1
194,7,1
195,7,1
196,7,1
197,7,1
198,7,1
199,7,1
200,7,1
201,7,1
202,7,1
203,8,1
204,8,1
205,8,1
206,8,1
207,8,1
208,8,1
209,8,1
210,8,1
211,8,1
212,8,1
213,8,1
214,8,1
215,8,1
216,8,1
217,8,1
218,8,1
219,8,1
220,8,1
221,8,1
222,8,1
223,8,1
224,8,1
225,8,1
226,8,1
227,8,1
228,8,1
229,8,1
230,8,1
231,8,1
232,9,1
233,9,1
234,9,1
235,9,1
236,9,1
237,9,1
238,9,1
239,9,1
240,9,1
241,9,1
242,9,1
243,9,1
244,9,1
245,9,1
246,9,1
247,9,1
248,9,1
249,9,1
250,9,1
251,9,1
252,9,1
253,9,1
254,9,1
255,9,1
256,9,1
257,9,1
258,9,1
259,9,1
260,9,1
261,10,1
262,10,1
263,10,1
264,10,1
265,10,1
266,10,1
267,10,1
268,10,1
269,10,1
270,10,1
271,10,1
272,10,1
273,10,1
274,10,1
275,10,1
276,10,1
277,10,1
278,10,1
279,10,1
280,10,1
281,10,1
282,10,1
283,10,1
284,10,1
285,10,1
286,10,1
287,10,1
288,10,1
289,10,1
290,11,1
291,11,1
292,11,1
293,11,1
294,11,1
295,11,1
296,11,1
297,11,1
298,11,1
299,11,1
300,11,1
301,11,1
302,11,1
303,11,1
304,11,1
305,11,1
306,11,1
307,11,1
308,11,1
309,11,1
310,11,1
311,11,1
312,11,1
313,11,1
314,11,1
315,11,1
316,11,1
317,11,1
318,11,1
319,12,1
320,12,1
321,12,1
322,12,1
323,12,1
324,12,1
325,12,1
326,12,1
327,12,1
328,12,1
329,12,1
330,12,1
331,12,1
332,12,1
333,12,1
334,12,1
335,12,1
336,12,1
337,12,1
338,12,1
339,12,1
340,12,1
341,12,1
342,12,1
343,12,1
344,12,1
345,12,1
346,12,1
347,12,1
348,13,1
349,13,1
350,13,1
351,13,1
352,13,1
353,13,1
354,13,1
355,13,1
356,13,1
357,13,1
358,13,1
359,13,1
360,13,1
361,13,1
362,13,1
363,13,1
364,13,1
365,13,1
366,13,1
367,13,1
368,13,1
369,13,1
370,13,1
371,13,1
372,13,1
373,13,1
374,13,1
375,13,1
376,13,1
377,14,1
378,14,1
379,14,1
380,14,1
381,14,1
382,14,1
383,14,1
384,14,1
385,14,1
386,14,1
387,14,1
388,14,1
389,14,1
390,14,1
391,14,1
392,14,1
393,14,1
394,14,1
395,14,1
396,14,1
397,14,1
398,14,1
399,14,1
400,14,1
401,14,1
402,14,1
403,14,1
404,14,1
405,14,1
406,15,1
407,15,1
408,15,1
409,15,1
410,15,1
411,15,1
412,15,1
413,15,1
414,15,1
415,15,1
416,15,1
417,15,1
418,15,1
419,15,1
420,15,1
421,15,1
422,15,1
423,15,1
424,15,1
425,15,1
426,15,1
427,15,1
428,15,1
429,15,1
430,15,1
431,15,1
432,15,1
433,15,1
434,15,1
435,16,1
436,16,1
437,16,1
438,16,1
439,16,1
440,16,1
441,16,1
442,16,1
443,16,1
444,16,1
445,16,1
446,16,1
447,16,1
448,16,1
449,16,1
450,16,1
451,16,1
452,16,1
453,16,1
454,16,1
455,16,1
456,16,1
457,16,1
458,16,1
459,16,1
460,16,1
461,16,1
462,16,1
463,16,1
464,17,1
465,17,1
466,17,1
467,17,1
468,17,1
469,17,1
470,17,1
471,17,1
472,17,1
473,17,1
474,17,1
475,17,1
476,17,1
477,17,1
478,17,1
479,17,1
480,17,1
481,17,1
482,17,1
483,17,1
484,17,1
485,17,1
486,17,1
487,17,1
488,17,1
489,17,1
490,17,1
491,17,1
492,17,1
493,18,1
494,18,1
495,18,1
496,18,1
497,18,1
498,18,1
499,18,1
500,18,1
501,18,1
502,18,1
503,18,1
504,18,1
505,18,1
506,18,1
507,18,1
508,18,1
509,18,1
510,18,1
511,18,1
512,18,1
513,18,1
514,18,1
515,18,1
516,18,1
517,18,1
518,18,1
519,18,1
520,18,1
521,18,1
522,19,1
523,19,1
524,19,1
525,19,1
526,19,1
527,19,1
528,19,1
529,19,1
530,19,1
531,19,1
532,19,1
533,19,1
534,19,1
535,19,1
536,19,1
537,19,1
538,19,1
539,19,1
540,19,1
541,19,1
542,19,1
543,19,1
544,19,1
545,19,1
546,19,1
547,19,1
548,19,1
549,19,1
550,19,1
551,20,1
552,20,1
553,20,1
554,20,1
555,20,1
556,20,1
557,20,1
558,20,1
559,20,1
560,20,1
561,20,1
562,20,1
563,20,1
564,20,1
565,20,1
566,20,1
567,20,1
568,20,1
569,20,1
570,20,1
571,20,1
572,20,1
573,20,1
574,20,1
575,20,1
576,20,1
577,20,1
578,20,1
579,20,1
580,21,1
581,21,1
582,21,1
583,21,1
584,21,1
585,21,1
586,21,1
587,21,1
588,21,1
589,21,1
590,21,1
591,21,1
592,21,1
593,21,1
594,21,1
595,21,1
596,21,1
597,21,1
598,21,1
599,21,1
600,21,1
601,21,1
602,21,1
603,21,1
604,21,1
605,21,1
606,21,1
607,21,1
608,21,1
